ID_globale,ID_portale,Portale,Contratto,Quartiere,Indirizzo,Tipo_immobile,Prezzo_EUR,Superficie_mq,Prezzo_vendita_EUR_mq,Canone_affitto_EUR_mq_mese,Locali,Bagni,Piano,Stato,Segmento,Ascensore,Balcone,Terrazzo,Arredato,Cantina,Box_posto_auto,Data_pubblicazione_esatta,Ultimo_aggiornamento,Data_annuncio_visibile_o_proxy,Tipo_data_annuncio,Recenza_portale,Data_rilevazione,Qualita_dato,Nota_data,Classe_energetica,Esito_verifica_energia,Data_verifica_energia
11,11,Idealista,Vendita,Brera,Via Giuseppe Sacchi 4,Trilocale,1550000,135,11481.481481481482,,3,N/D,5,Buono,Lusso,No,Sì,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
12,12,Idealista,Vendita,Brera,Via Monte di Pietà,Bilocale,1897000,92,20619.565217391304,,2,N/D,3,Ottimo,Lusso,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
13,13,Idealista,Vendita,Brera,Via Fiori Chiari,Trilocale,2500000,154,16233.766233766233,,3,N/D,2,Buono,Lusso,Sì,Sì,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
14,14,Idealista,Vendita,Brera,Via Fiori Oscuri 11,Bilocale,950000,55,17272.727272727272,,2,N/D,1,Buono,Lusso,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
15,15,Idealista,Vendita,Isola,Viale Stelvio 53,Quadrilocale,845000,142,5950.704225352113,,4,N/D,2,Buono,Standard,Sì,Sì,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
16,16,Idealista,Vendita,Isola,Via Menabrea 24A,Bilocale,320000,58,5517.241379310345,,2,N/D,4,Ristrutturato,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
17,17,Idealista,Vendita,Isola,Viale Marche,Trilocale,525000,125,4200,,3,N/D,3,Buono,Standard,Sì,Sì,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
18,18,Idealista,Vendita,Isola,Via Ippolito Rosellini 8,Bilocale,510000,58,8793.103448275862,,2,N/D,3,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
19,19,Idealista,Vendita,Isola,Piazzale Carlo Archinto 7,Bilocale,567000,56,10125,,2,N/D,2,Nuovo / recente,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A,Classe dichiarata,2026-09-05
20,20,Idealista,Vendita,Isola,Via Menabrea 24,Monolocale,210000,41,5121.951219512195,,1,N/D,1,Ristrutturato / nuovo,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
21,21,Idealista,Vendita,Isola,Via Carlo Farini 27,Trilocale,470000,90,5222.222222222223,,3,N/D,1,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
22,22,Idealista,Vendita,Isola,Via Pastrengo 4,Monolocale,260000,25,10400,,1,N/D,4,Ristrutturato,Standard,No,No,No,Sì,No,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
23,23,Idealista,Vendita,Isola,Isola (indirizzo non indicato),Trilocale,490000,90,5444.444444444444,,3,N/D,4,Da modernizzare,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
24,24,Idealista,Vendita,Isola,Via Pietro Borsieri 27,Trilocale,730000,102,7156.862745098039,,3,N/D,5,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
25,25,Idealista,Vendita,Isola,Via Carlo Farini 81,Bilocale,265000,55,4818.181818181818,,2,N/D,2,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
26,26,Idealista,Vendita,Isola,Via Cola Montano 6,Bilocale,375000,65,5769.2307692307695,,2,N/D,2,Buono,Standard,Sì,Sì,No,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
27,27,Idealista,Vendita,Isola,Via Francesco Arese,Bilocale,385000,68,5661.764705882353,,2,N/D,4,Buono,Standard,Sì,Sì,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
28,28,Idealista,Vendita,Isola,Via Ercole Oldofredi,Trilocale,495000,96,5156.25,,3,N/D,2,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
29,29,Idealista,Vendita,Porta Venezia,Via Lazzaro Palazzi,Trilocale,620000,84,7380.952380952381,,3,N/D,2,Buono,Standard,Sì,Sì,No,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
30,30,Idealista,Vendita,Porta Venezia,Via Lambro 11,Trilocale,590000,90,6555.555555555556,,3,N/D,1,Buono,Standard,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
31,31,Idealista,Vendita,Porta Venezia,Viale Vittorio Veneto 14,Bilocale,400000,49,8163.265306122449,,2,N/D,2,Ristrutturato,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
32,32,Idealista,Vendita,Porta Venezia,Piazza Oberdan,Bilocale,728000,90,8088.888888888889,,2,N/D,5,Ristrutturato,Lusso,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
33,33,Idealista,Vendita,Porta Venezia,Viale Regina Giovanna,Quadrilocale,1190000,145,8206.896551724138,,4,N/D,5,Buono,Lusso,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
34,34,Idealista,Vendita,Porta Venezia,Piazza Oberdan,Bilocale,245000,43,5697.674418604651,,2,N/D,1,Da ristrutturare,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
35,35,Idealista,Vendita,Porta Venezia,Piazza Oberdan,Trilocale,428000,60,7133.333333333333,,3,N/D,4,Ristrutturato,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
36,36,Idealista,Vendita,Porta Venezia,Viale Vittorio Veneto 24,Bilocale,598000,90,6644.444444444444,,2,N/D,5,Da personalizzare,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
37,37,Idealista,Vendita,Porta Venezia,Viale Tunisia 27,Bilocale,445000,59,7542.372881355932,,2,N/D,1,Nuovo / mai abitato,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
38,38,Idealista,Vendita,Porta Venezia,Via Degli Scipioni 1,Quadrilocale,920000,132,6969.69696969697,,4,N/D,R,Ristrutturato,Lusso,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
39,39,Idealista,Vendita,Porta Venezia,Piazza della Repubblica,Quadrilocale,2200000,191,11518.324607329843,,4,N/D,19,Ristrutturato,Lusso,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
40,40,Idealista,Vendita,Porta Venezia,Viale Abruzzi,Monolocale,250000,40,6250,,1,N/D,R,Ristrutturato,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
41,41,Idealista,Vendita,Città Studi,Via Clericetti 36,Quadrilocale,740000,146,5068.493150684932,,4,N/D,2,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
42,42,Idealista,Vendita,Città Studi,Via Strambio 4,Bilocale,395000,55,7181.818181818182,,2,N/D,3,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
43,43,Idealista,Vendita,Città Studi,Via Moretto da Brescia 19,Bilocale,369000,65,5676.923076923077,,2,N/D,T,Ristrutturato,Standard,Sì,No,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
44,44,Idealista,Vendita,Città Studi,Via Clericetti 38,Bilocale,199000,40,4975,,2,N/D,S,Ristrutturato,Standard,No,No,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
45,45,Idealista,Vendita,Città Studi,Via Temistocle Calzecchi 6,Trilocale,350000,60,5833.333333333333,,3,N/D,1,Ristrutturato,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
46,46,Idealista,Vendita,Città Studi,Via Sangallo 39,Trilocale,470000,85,5529.411764705882,,3,N/D,T,Nuovo,Standard,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
47,47,Idealista,Vendita,Città Studi,Via Sangallo 39,Bilocale,468000,72,6500,,2,N/D,T,Nuovo,Standard,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A,Classe dichiarata,2026-09-05
48,48,Idealista,Vendita,Città Studi,Via Filippo Tajani 3,Monolocale,199000,28,7107.142857142857,,1,N/D,2,Ristrutturato,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
49,49,Idealista,Vendita,Città Studi,Via Valvassori Peroni 41,Quadrilocale,475000,104,4567.307692307692,,4,N/D,1,Da personalizzare,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
50,50,Idealista,Vendita,Città Studi,Via Averardo Buschi 37,Trilocale,445000,85,5235.294117647059,,3,N/D,2,Ristrutturato / buono,Standard,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
51,51,Idealista,Vendita,Città Studi,Via Temistocle Calzecchi 6,Trilocale,495000,95,5210.526315789473,,3,N/D,8,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
52,52,Idealista,Vendita,Città Studi,Piazza Leonardo da Vinci 8 - B,Bilocale,349000,45,7755.555555555556,,2,N/D,1,Ristrutturato,Standard,Sì,No,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
53,53,Idealista,Vendita,Città Studi,Piazza Leonardo da Vinci 8 - A,Bilocale,339000,45,7533.333333333333,,2,N/D,1,Ristrutturato,Standard,Sì,No,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
54,54,Idealista,Vendita,Città Studi,Via Averardo Buschi 23,Bilocale,533000,70,7614.285714285715,,2,N/D,2,Ristrutturato,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
55,55,Idealista,Vendita,Città Studi,Via Vigilio Inama 9,Trilocale,619000,114,5429.824561403509,,3,N/D,T,Ristrutturato,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
56,56,Idealista,Vendita,Porta Romana,Viale Isonzo 27,Trilocale,595000,77,7727.272727272727,,3,N/D,1,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
57,57,Idealista,Vendita,Porta Romana,Viale Umbria 27,Trilocale,307000,65,4723.076923076923,,3,N/D,T,Da personalizzare,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
58,58,Idealista,Vendita,Porta Romana,Viale Umbria 27,Bilocale,208000,45,4622.222222222223,,2,N/D,T,Da personalizzare,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
59,59,Idealista,Vendita,Porta Romana,Via Contardo Ferrini 3,Trilocale,810000,111,7297.2972972972975,,3,N/D,2,Nuovo / progetto ristrutturazione,Lusso,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
60,60,Idealista,Vendita,Porta Romana,Viale Isonzo 24,Trilocale,575000,86,6686.046511627907,,3,N/D,1,Buono,Standard,Sì,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
61,61,Idealista,Vendita,Porta Romana,Via Friuli,Trilocale,560000,87,6436.781609195402,,3,N/D,5,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
